ydstogo,yardline_100,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,off_epa_db,off_epa_rush,def_epa_db_allowed,def_epa_rush_allowed,posteam,defteam,qtr,season,fourth_down_converted
1,48,1586,-1,3.0,3.0,-0.0420851417742706,-0.0744431314050357,0.208911413694967,-0.0006980135789059,JAX,CIN,3,2019,1
4,55,2700,-4,3.0,3.0,-0.051984112551296,-0.0790818200280907,-0.0202600701271285,0.0435898536004515,DEN,KC,2,2019,0
1,5,2400,4,3.0,3.0,0.247458679264274,-0.0052199784925181,0.0394974279719467,-0.0585522047295942,KC,DEN,2,2019,1
1,66,824,-21,3.0,3.0,-0.051984112551296,-0.0790818200280907,-0.0202600701271285,0.0435898536004515,DEN,KC,4,2019,1
6,49,494,-21,3.0,3.0,-0.051984112551296,-0.0790818200280907,-0.0202600701271285,0.0435898536004515,DEN,KC,4,2019,0
2,31,3361,0,3.0,3.0,0.114717071526237,-0.114772551400137,0.0347310469110907,-0.0982668670581398,LAC,TEN,1,2019,0
8,43,3198,0,3.0,3.0,0.114159952181904,0.0280903143674046,0.0810276015519127,-0.03113103725949,TEN,LAC,1,2019,1
1,49,159,3,3.0,0.0,0.114159952181904,0.0280903143674046,0.0810276015519127,-0.03113103725949,TEN,LAC,4,2019,0
3,46,2064,7,2.0,3.0,0.0938823591637847,-0.15270732376403,0.130404090390408,-0.0865160043264691,LA,ATL,2,2019,1
1,4,1302,5,2.0,3.0,-0.0420003856347691,-0.165772631114309,-0.0683545304087782,-0.0534960620067195,MIA,BUF,3,2019,1
8,43,159,-10,0.0,2.0,-0.0420003856347691,-0.165772631114309,-0.0683545304087782,-0.0534960620067195,MIA,BUF,4,2019,1
2,41,538,-4,3.0,2.0,0.0284144217193733,-0.134043119960541,-0.0186459880374121,-0.0970454354266318,DET,MIN,4,2019,0
6,35,2801,10,3.0,3.0,0.0377708807265241,-0.069475299972231,0.0305810839980508,-0.169443831671589,NE,NYJ,1,2019,1
4,28,1878,-24,2.0,3.0,-0.134619662581781,-0.179995827790576,-0.266445986323596,-0.104457274126202,NYJ,NE,2,2019,0
3,45,563,-19,3.0,3.0,-0.0484949185728265,-0.157366031514739,0.0145120045571845,-0.144556129376769,CHI,NO,4,2019,0
7,7,156,-26,3.0,3.0,-0.0484949185728265,-0.157366031514739,0.0145120045571845,-0.144556129376769,CHI,NO,4,2019,1
1,1,675,-18,3.0,2.0,0.179750607009636,-0.0834285737374612,-0.0192840355132985,0.0433734070575805,LV,GB,4,2019,0
1,51,2475,7,2.0,3.0,0.200384032524924,0.0292480725158598,0.0493241632520065,-0.158263418934633,DAL,PHI,2,2019,1
4,19,412,-27,3.0,1.0,0.0465152771391996,-0.0759834800828191,-0.0010604995789311,-0.0918298045897583,PHI,DAL,4,2019,0
2,66,117,-27,3.0,1.0,0.0465152771391996,-0.0759834800828191,-0.0010604995789311,-0.0918298045897583,PHI,DAL,4,2019,1
1,28,2046,0,3.0,3.0,-0.148978229968426,-0.111361399186833,-0.128978308664097,-0.094091408790375,WAS,SF,2,2019,0
4,36,1661,0,3.0,3.0,0.149982510963772,-0.0164985580963753,0.174341451523053,-0.0034058961918526,SF,WAS,3,2019,0
1,35,747,3,3.0,2.0,0.149982510963772,-0.0164985580963753,0.174341451523053,-0.0034058961918526,SF,WAS,4,2019,1
1,70,1356,-4,1.0,3.0,0.009720319301181,0.0099021128657974,0.0145120045571845,-0.144556129376769,ARI,NO,3,2019,0
2,27,405,-15,1.0,3.0,0.009720319301181,0.0099021128657974,0.0145120045571845,-0.144556129376769,ARI,NO,4,2019,0
12,47,392,-31,3.0,2.0,-0.0912171037300321,-0.0818678496829534,-0.128978308664097,-0.094091408790375,CAR,SF,4,2019,0
1,59,253,-38,3.0,2.0,-0.0912171037300321,-0.0818678496829534,-0.128978308664097,-0.094091408790375,CAR,SF,4,2019,0
2,35,2858,-3,3.0,3.0,-0.100603220093765,-0.0843467454619354,0.0085223775335452,-0.0853475778762632,CIN,LA,1,2019,1
1,55,2331,-7,2.0,2.0,-0.100603220093765,-0.0843467454619354,0.0085223775335452,-0.0853475778762632,CIN,LA,2,2019,1
10,51,445,-14,2.0,3.0,-0.100603220093765,-0.0843467454619354,0.0085223775335452,-0.0853475778762632,CIN,LA,4,2019,1
13,27,390,-14,1.0,3.0,-0.100603220093765,-0.0843467454619354,0.0085223775335452,-0.0853475778762632,CIN,LA,4,2019,1
6,6,316,-14,1.0,3.0,-0.100603220093765,-0.0843467454619354,0.0085223775335452,-0.0853475778762632,CIN,LA,4,2019,0
9,9,5,-14,0.0,3.0,-0.100603220093765,-0.0843467454619354,0.0085223775335452,-0.0853475778762632,CIN,LA,4,2019,0
7,33,3252,0,3.0,2.0,0.0377708807265241,-0.069475299972231,0.0331094260222781,0.0183173501336733,NE,CLE,1,2019,1
4,24,2056,10,2.0,1.0,0.0377708807265241,-0.069475299972231,0.0331094260222781,0.0183173501336733,NE,CLE,2,2019,1
16,81,377,-17,1.0,3.0,-0.0225811426797235,-0.0598958622084029,-0.266445986323596,-0.104457274126202,CLE,NE,4,2019,0
1,43,1473,2,3.0,3.0,-0.0484949185728265,-0.157366031514739,0.0810276015519127,-0.03113103725949,CHI,LAC,3,2019,1
6,37,3159,-7,3.0,2.0,-0.105022918890535,-0.252065036830085,0.23965525614946,-0.0184911477531922,PIT,MIA,1,2019,0
1,47,920,-3,2.0,3.0,-0.0420003856347691,-0.165772631114309,-0.0972441646087349,-0.177224964056479,MIA,PIT,3,2019,0
7,31,183,-13,1.0,2.0,-0.0420003856347691,-0.165772631114309,-0.0972441646087349,-0.177224964056479,MIA,PIT,4,2019,0
6,39,390,-12,2.0,2.0,-0.0741175548802771,-0.0591354146593853,0.164074237521078,-0.0755910568507493,NYG,DET,4,2019,0
11,14,211,-12,2.0,2.0,-0.0741175548802771,-0.0591354146593853,0.164074237521078,-0.0755910568507493,NYG,DET,4,2019,0
1,47,3146,-6,3.0,3.0,-0.134619662581781,-0.179995827790576,0.103234149353306,0.0092024785360853,NYJ,JAX,1,2019,1
6,73,147,-14,0.0,1.0,-0.134619662581781,-0.179995827790576,0.103234149353306,0.0092024785360853,NYJ,JAX,4,2019,0
1,66,1662,-4,3.0,3.0,0.105725820520464,-0.0031638968198105,0.222016556591987,-0.0715324495735635,HOU,LV,3,2019,1
10,29,998,-11,3.0,3.0,-0.0322805395690396,-0.0335359204441748,0.0493241632520065,-0.158263418934633,BUF,PHI,3,2019,0
1,21,163,18,3.0,0.0,0.0465152771391996,-0.0759834800828191,-0.0683545304087782,-0.0534960620067195,PHI,BUF,4,2019,0
4,72,129,-18,0.0,3.0,-0.0322805395690396,-0.0335359204441748,0.0493241632520065,-0.158263418934633,BUF,PHI,4,2019,0
1,66,2426,-10,3.0,2.0,0.057933833520706,-0.109917520730073,0.050436516288713,-0.0066489881886336,ATL,SEA,2,2019,1
1,41,2494,-11,2.0,2.0,0.064139186720183,-0.12414016503821,0.0347310469110907,-0.0982668670581398,TB,TEN,2,2019,1
2,28,225,4,2.0,2.0,0.114159952181904,0.0280903143674046,-0.0156841231956559,-0.181925429774626,TEN,TB,4,2019,0
1,32,120,-4,1.0,2.0,0.064139186720183,-0.12414016503821,0.0347310469110907,-0.0982668670581398,TB,TEN,4,2019,0
1,37,3135,0,3.0,3.0,0.135029297400626,-0.0621514439010198,0.174341451523053,-0.0034058961918526,MIN,WAS,1,2019,1
1,66,1068,7,3.0,2.0,0.135029297400626,-0.0621514439010198,0.174341451523053,-0.0034058961918526,MIN,WAS,3,2019,0
4,7,32,10,2.0,0.0,0.135029297400626,-0.0621514439010198,0.174341451523053,-0.0034058961918526,MIN,WAS,4,2019,0
2,40,3352,0,3.0,3.0,0.0465152771391996,-0.0759834800828191,-0.0009108983897643,-0.125145709310629,PHI,CHI,1,2019,1
1,5,1223,-5,2.0,3.0,-0.0225811426797235,-0.0598958622084029,0.0394974279719467,-0.0585522047295942,CLE,DEN,3,2019,0
4,28,203,-5,0.0,3.0,-0.0225811426797235,-0.0598958622084029,0.0394974279719467,-0.0585522047295942,CLE,DEN,4,2019,0
10,36,47,-12,1.0,3.0,-0.0741175548802771,-0.0591354146593853,-0.0010604995789311,-0.0918298045897583,NYG,DAL,4,2019,1
2,2,2858,-7,3.0,3.0,0.0284144217193733,-0.134043119960541,0.222016556591987,-0.0715324495735635,DET,LV,1,2019,1
3,35,2312,-4,3.0,3.0,0.179750607009636,-0.0834285737374612,0.164074237521078,-0.0755910568507493,LV,DET,2,2019,0
3,62,1680,3,3.0,3.0,0.179750607009636,-0.0834285737374612,0.164074237521078,-0.0755910568507493,LV,DET,3,2019,1
1,1,8,-7,0.0,1.0,0.0284144217193733,-0.134043119960541,0.222016556591987,-0.0715324495735635,DET,LV,4,2019,0
1,1,636,16,3.0,3.0,0.114717071526237,-0.114772551400137,-0.0192840355132985,0.0433734070575805,LAC,GB,4,2019,1
5,41,76,-15,0.0,2.0,0.120788650389576,-0.0266865676462909,0.0810276015519127,-0.03113103725949,GB,LAC,4,2019,0
2,39,2362,3,2.0,3.0,0.105725820520464,-0.0031638968198105,0.103234149353306,0.0092024785360853,HOU,JAX,2,2019,1
14,31,1443,-6,3.0,3.0,-0.0420851417742706,-0.0744431314050357,0.134778699079921,-0.0179343873439959,JAX,HOU,3,2019,0
10,20,665,-16,2.0,2.0,-0.0420851417742706,-0.0744431314050357,0.134778699079921,-0.0179343873439959,JAX,HOU,4,2019,0
2,35,2167,-7,3.0,3.0,-0.105022918890535,-0.252065036830085,0.0906164969946541,-0.111636246476801,PIT,IND,2,2019,0
2,46,1660,3,3.0,3.0,-0.0288947981622015,0.0422337878197937,-0.0972441646087349,-0.177224964056479,IND,PIT,3,2019,1
4,35,1549,3,3.0,3.0,-0.0288947981622015,0.0422337878197937,-0.0972441646087349,-0.177224964056479,IND,PIT,3,2019,0
2,4,527,-5,3.0,3.0,-0.0288947981622015,0.0422337878197937,-0.0972441646087349,-0.177224964056479,IND,PIT,4,2019,1
1,7,2173,0,1.0,2.0,0.247458679264274,-0.0052199784925181,-0.0186459880374121,-0.0970454354266318,KC,MIN,2,2019,1
1,15,1829,-3,1.0,1.0,0.135029297400626,-0.0621514439010198,-0.0202600701271285,0.0435898536004515,MIN,KC,2,2019,1
4,38,1113,4,3.0,3.0,0.242103321654931,0.102375945646042,-0.266445986323596,-0.104457274126202,BAL,NE,3,2019,1
2,32,3393,0,3.0,3.0,-0.134619662581781,-0.179995827790576,0.23965525614946,-0.0184911477531922,NYJ,MIA,1,2019,1
1,83,115,-11,3.0,1.0,-0.134619662581781,-0.179995827790576,0.23965525614946,-0.0184911477531922,NYJ,MIA,4,2019,1
1,1,1804,7,0.0,0.0,0.149982510963772,-0.0164985580963753,0.227115338458957,-0.0979123850006832,SF,ARI,2,2019,1
5,35,120,-7,2.0,2.0,0.064139186720183,-0.12414016503821,0.050436516288713,-0.0066489881886336,TB,SEA,4,2019,1
2,7,2290,3,3.0,3.0,-0.0912171037300321,-0.0818678496829534,0.0347310469110907,-0.0982668670581398,CAR,TEN,2,2019,1
4,64,1450,10,3.0,3.0,-0.0912171037300321,-0.0818678496829534,0.0347310469110907,-0.0982668670581398,CAR,TEN,3,2019,1
3,54,272,-16,3.0,1.0,0.114159952181904,0.0280903143674046,0.0165123882273986,0.0961225913147785,TEN,CAR,4,2019,1
1,1,2092,7,1.0,3.0,-0.0322805395690396,-0.0335359204441748,0.174341451523053,-0.0034058961918526,BUF,WAS,2,2019,1
1,24,1558,11,3.0,2.0,-0.0322805395690396,-0.0335359204441748,0.174341451523053,-0.0034058961918526,BUF,WAS,3,2019,0
4,56,81,-15,1.0,3.0,-0.148978229968426,-0.111361399186833,-0.0683545304087782,-0.0534960620067195,WAS,BUF,4,2019,0
5,44,1880,-4,2.0,2.0,0.009720319301181,0.0099021128657974,-0.0156841231956559,-0.181925429774626,ARI,TB,2,2019,1
1,23,1694,-4,3.0,3.0,0.009720319301181,0.0099021128657974,-0.0156841231956559,-0.181925429774626,ARI,TB,3,2019,0
10,64,519,-3,3.0,3.0,0.009720319301181,0.0099021128657974,-0.0156841231956559,-0.181925429774626,ARI,TB,4,2019,1
4,44,2736,0,3.0,3.0,0.057933833520706,-0.109917520730073,0.0145120045571845,-0.144556129376769,ATL,NO,1,2019,1
5,59,331,-14,2.0,2.0,0.160439351780536,-0.0653863890945963,0.130404090390408,-0.0865160043264691,NO,ATL,4,2019,0
2,81,218,-14,2.0,2.0,0.160439351780536,-0.0653863890945963,0.130404090390408,-0.0865160043264691,NO,ATL,4,2019,0
14,14,2,-17,0.0,2.0,0.160439351780536,-0.0653863890945963,0.130404090390408,-0.0865160043264691,NO,ATL,4,2019,0
3,44,3100,7,3.0,3.0,0.242103321654931,0.102375945646042,0.208911413694967,-0.0006980135789059,BAL,CIN,1,2019,1
1,51,2200,-18,3.0,3.0,-0.100603220093765,-0.0843467454619354,-0.108660221241322,-0.0344554220474399,CIN,BAL,2,2019,1
8,34,1483,-18,3.0,3.0,-0.100603220093765,-0.0843467454619354,-0.108660221241322,-0.0344554220474399,CIN,BAL,3,2019,0
2,67,1307,-25,2.0,3.0,-0.100603220093765,-0.0843467454619354,-0.108660221241322,-0.0344554220474399,CIN,BAL,3,2019,0
6,20,794,-39,2.0,3.0,-0.100603220093765,-0.0843467454619354,-0.108660221241322,-0.0344554220474399,CIN,BAL,4,2019,0
4,39,3336,-6,3.0,3.0,-0.0322805395690396,-0.0335359204441748,0.0331094260222781,0.0183173501336733,BUF,CLE,1,2019,0
2,41,3164,6,3.0,3.0,-0.0225811426797235,-0.0598958622084029,-0.0683545304087782,-0.0534960620067195,CLE,BUF,1,2019,1
1,1,2898,6,3.0,3.0,-0.0225811426797235,-0.0598958622084029,-0.0683545304087782,-0.0534960620067195,CLE,BUF,1,2019,0
4,36,902,-3,3.0,2.0,-0.0322805395690396,-0.0335359204441748,0.0331094260222781,0.0183173501336733,BUF,CLE,3,2019,0
10,25,56,-8,1.0,0.0,-0.0912171037300321,-0.0818678496829534,-0.0192840355132985,0.0433734070575805,CAR,GB,4,2019,1
1,71,2001,-6,3.0,2.0,-0.0484949185728265,-0.157366031514739,0.164074237521078,-0.0755910568507493,CHI,DET,2,2019,1
11,46,138,-7,3.0,2.0,0.0284144217193733,-0.134043119960541,-0.0009108983897643,-0.125145709310629,DET,CHI,4,2019,0
7,25,7,-7,0.0,1.0,0.0284144217193733,-0.134043119960541,-0.0009108983897643,-0.125145709310629,DET,CHI,4,2019,0
2,43,1105,-1,3.0,3.0,0.247458679264274,-0.0052199784925181,0.0347310469110907,-0.0982668670581398,KC,TEN,3,2019,1
17,68,115,-5,3.0,3.0,0.114159952181904,0.0280903143674046,-0.0202600701271285,0.0435898536004515,TEN,KC,4,2019,0
7,29,87,5,3.0,0.0,0.247458679264274,-0.0052199784925181,0.0347310469110907,-0.0982668670581398,KC,TEN,4,2019,0
1,50,2674,-10,3.0,2.0,0.114717071526237,-0.114772551400137,0.222016556591987,-0.0715324495735635,LAC,LV,2,2019,1
1,40,1920,-4,2.0,3.0,0.179750607009636,-0.0834285737374612,0.0810276015519127,-0.03113103725949,LV,LAC,2,2019,1
10,70,27,-2,3.0,2.0,0.114717071526237,-0.114772551400137,0.222016556591987,-0.0715324495735635,LAC,LV,4,2019,0
1,71,1372,-7,3.0,2.0,0.0938823591637847,-0.15270732376403,-0.0972441646087349,-0.177224964056479,LA,PIT,3,2019,0
1,66,535,2,2.0,3.0,-0.105022918890535,-0.252065036830085,0.0085223775335452,-0.0853475778762632,PIT,LA,4,2019,1
10,30,90,-5,3.0,1.0,0.0938823591637847,-0.15270732376403,-0.0972441646087349,-0.177224964056479,LA,PIT,4,2019,0
3,35,2879,3,3.0,3.0,-0.0420003856347691,-0.165772631114309,0.0906164969946541,-0.111636246476801,MIA,IND,1,2019,1
3,3,2694,3,3.0,3.0,-0.0420003856347691,-0.165772631114309,0.0906164969946541,-0.111636246476801,MIA,IND,2,2019,0
2,45,2132,-3,2.0,3.0,-0.0288947981622015,0.0422337878197937,0.23965525614946,-0.0184911477531922,IND,MIA,2,2019,0
10,16,45,-4,2.0,2.0,-0.0288947981622015,0.0422337878197937,0.23965525614946,-0.0184911477531922,IND,MIA,4,2019,0
2,2,906,-1,3.0,3.0,0.135029297400626,-0.0621514439010198,-0.0010604995789311,-0.0918298045897583,MIN,DAL,3,2019,1
5,14,44,-4,3.0,2.0,0.200384032524924,0.0292480725158598,-0.0186459880374121,-0.0970454354266318,DAL,MIN,4,2019,0
1,45,3,-4,0.0,2.0,0.200384032524924,0.0292480725158598,-0.0186459880374121,-0.0970454354266318,DAL,MIN,4,2019,0
1,41,2960,7,3.0,3.0,-0.134619662581781,-0.179995827790576,0.192773613179718,-0.123283697826554,NYJ,NYG,1,2019,1
4,39,2133,-7,3.0,3.0,-0.0741175548802771,-0.0591354146593853,0.0305810839980508,-0.169443831671589,NYG,NYJ,2,2019,1
1,61,1920,-1,3.0,3.0,-0.0741175548802771,-0.0591354146593853,0.0305810839980508,-0.169443831671589,NYG,NYJ,2,2019,0
2,33,1505,3,3.0,3.0,0.149982510963772,-0.0164985580963753,0.050436516288713,-0.0066489881886336,SF,SEA,3,2019,0
5,40,2863,-9,3.0,1.0,0.149982510963772,-0.0164985580963753,0.227115338458957,-0.0979123850006832,SF,ARI,1,2019,0
1,34,2455,9,1.0,2.0,0.009720319301181,0.0099021128657974,-0.128978308664097,-0.094091408790375,ARI,SF,2,2019,1
1,21,11,4,0.0,0.0,0.149982510963772,-0.0164985580963753,0.227115338458957,-0.0979123850006832,SF,ARI,4,2019,0
2,38,2527,-10,3.0,3.0,-0.0912171037300321,-0.0818678496829534,0.130404090390408,-0.0865160043264691,CAR,ATL,2,2019,1
5,50,1853,-20,1.0,0.0,-0.0912171037300321,-0.0818678496829534,0.130404090390408,-0.0865160043264691,CAR,ATL,2,2019,1
5,35,1598,-20,3.0,3.0,-0.0912171037300321,-0.0818678496829534,0.130404090390408,-0.0865160043264691,CAR,ATL,3,2019,0
1,44,1483,20,2.0,3.0,0.057933833520706,-0.109917520730073,0.0165123882273986,0.0961225913147785,ATL,CAR,3,2019,1
1,66,1202,-26,3.0,2.0,-0.0912171037300321,-0.0818678496829534,0.130404090390408,-0.0865160043264691,CAR,ATL,3,2019,0
7,37,297,-26,3.0,1.0,-0.0912171037300321,-0.0818678496829534,0.130404090390408,-0.0865160043264691,CAR,ATL,4,2019,1
1,22,3110,3,3.0,3.0,-0.0322805395690396,-0.0335359204441748,0.23965525614946,-0.0184911477531922,BUF,MIA,1,2019,1
16,43,524,-17,3.0,1.0,-0.0420003856347691,-0.165772631114309,-0.0683545304087782,-0.0534960620067195,MIA,BUF,4,2019,0
2,58,326,-17,1.0,0.0,-0.0420003856347691,-0.165772631114309,-0.0683545304087782,-0.0534960620067195,MIA,BUF,4,2019,1
1,4,228,-17,1.0,0.0,-0.0420003856347691,-0.165772631114309,-0.0683545304087782,-0.0534960620067195,MIA,BUF,4,2019,0
4,31,47,-17,0.0,0.0,-0.0420003856347691,-0.165772631114309,-0.0683545304087782,-0.0534960620067195,MIA,BUF,4,2019,0
9,31,3255,0,3.0,3.0,-0.0484949185728265,-0.157366031514739,0.0085223775335452,-0.0853475778762632,CHI,LA,1,2019,0
14,79,115,-10,3.0,2.0,-0.0484949185728265,-0.157366031514739,0.0085223775335452,-0.0853475778762632,CHI,LA,4,2019,0
3,36,3021,0,3.0,3.0,-0.100603220093765,-0.0843467454619354,0.222016556591987,-0.0715324495735635,CIN,LV,1,2019,1
1,4,665,4,2.0,3.0,0.179750607009636,-0.0834285737374612,0.208911413694967,-0.0006980135789059,LV,CIN,4,2019,1
4,27,311,-7,3.0,1.0,-0.100603220093765,-0.0843467454619354,0.222016556591987,-0.0715324495735635,CIN,LV,4,2019,0
1,7,2653,10,2.0,3.0,-0.051984112551296,-0.0790818200280907,-0.0186459880374121,-0.0970454354266318,DEN,MIN,2,2019,1
1,55,1693,-20,3.0,3.0,0.135029297400626,-0.0621514439010198,0.0394974279719467,-0.0585522047295942,MIN,DEN,3,2019,1
1,66,1082,-16,3.0,3.0,0.135029297400626,-0.0621514439010198,0.0394974279719467,-0.0585522047295942,MIN,DEN,3,2019,1
6,45,207,-4,2.0,3.0,-0.051984112551296,-0.0790818200280907,-0.0186459880374121,-0.0970454354266318,DEN,MIN,4,2019,1
6,30,117,-4,1.0,3.0,-0.051984112551296,-0.0790818200280907,-0.0186459880374121,-0.0970454354266318,DEN,MIN,4,2019,1
1,15,33,-4,0.0,2.0,-0.051984112551296,-0.0790818200280907,-0.0186459880374121,-0.0970454354266318,DEN,MIN,4,2019,1
2,33,3056,0,2.0,3.0,0.105725820520464,-0.0031638968198105,-0.108660221241322,-0.0344554220474399,HOU,BAL,1,2019,0
4,37,2825,0,3.0,2.0,0.242103321654931,0.102375945646042,0.134778699079921,-0.0179343873439959,BAL,HOU,1,2019,0
1,53,1874,-14,1.0,3.0,0.105725820520464,-0.0031638968198105,-0.108660221241322,-0.0344554220474399,HOU,BAL,2,2019,1
2,29,885,-27,3.0,2.0,0.105725820520464,-0.0031638968198105,-0.108660221241322,-0.0344554220474399,HOU,BAL,4,2019,0
5,65,156,-34,3.0,2.0,0.105725820520464,-0.0031638968198105,-0.108660221241322,-0.0344554220474399,HOU,BAL,4,2019,0
4,39,1821,3,1.0,1.0,-0.0288947981622015,0.0422337878197937,0.103234149353306,0.0092024785360853,IND,JAX,2,2019,0
1,1,1434,3,2.0,3.0,-0.0288947981622015,0.0422337878197937,0.103234149353306,0.0092024785360853,IND,JAX,3,2019,1
4,44,1138,-10,3.0,2.0,-0.0420851417742706,-0.0744431314050357,0.0906164969946541,-0.111636246476801,JAX,IND,3,2019,0
4,85,85,-7,0.0,2.0,0.114717071526237,-0.114772551400137,-0.0202600701271285,0.0435898536004515,LAC,KC,4,2019,1
10,26,65,-7,3.0,3.0,0.0465152771391996,-0.0759834800828191,-0.266445986323596,-0.104457274126202,PHI,NE,4,2019,0
1,47,547,10,1.0,1.0,0.160439351780536,-0.0653863890945963,-0.0156841231956559,-0.181925429774626,NO,TB,4,2019,1
10,67,319,-10,1.0,0.0,0.064139186720183,-0.12414016503821,0.0145120045571845,-0.144556129376769,TB,NO,4,2019,0
7,31,1352,-17,3.0,3.0,-0.148978229968426,-0.111361399186833,0.0305810839980508,-0.169443831671589,WAS,NYJ,3,2019,0
1,51,981,17,3.0,3.0,-0.134619662581781,-0.179995827790576,0.174341451523053,-0.0034058961918526,NYJ,WAS,3,2019,1
2,46,2203,-14,3.0,3.0,-0.105022918890535,-0.252065036830085,0.0331094260222781,0.0183173501336733,PIT,CLE,2,2019,0
1,32,809,-7,2.0,2.0,-0.105022918890535,-0.252065036830085,0.0331094260222781,0.0183173501336733,PIT,CLE,4,2019,0
18,72,8,-14,0.0,2.0,-0.105022918890535,-0.252065036830085,0.0331094260222781,0.0183173501336733,PIT,CLE,4,2019,0
1,23,2826,7,3.0,3.0,0.242103321654931,0.102375945646042,0.0085223775335452,-0.0853475778762632,BAL,LA,1,2019,1
4,33,1038,29,2.0,2.0,0.242103321654931,0.102375945646042,0.0085223775335452,-0.0853475778762632,BAL,LA,3,2019,1
1,55,632,36,2.0,2.0,0.242103321654931,0.102375945646042,0.0085223775335452,-0.0853475778762632,BAL,LA,4,2019,1
8,68,113,-39,2.0,1.0,0.0938823591637847,-0.15270732376403,-0.108660221241322,-0.0344554220474399,LA,BAL,4,2019,1
2,2,568,-7,3.0,3.0,-0.0912171037300321,-0.0818678496829534,0.0145120045571845,-0.144556129376769,CAR,NO,4,2019,1
1,55,407,0,2.0,3.0,0.160439351780536,-0.0653863890945963,0.0165123882273986,0.0961225913147785,NO,CAR,4,2019,0
11,75,110,-4,3.0,3.0,0.200384032524924,0.0292480725158598,-0.266445986323596,-0.104457274126202,DAL,NE,4,2019,0
15,15,5,4,2.0,0.0,0.0377708807265241,-0.069475299972231,-0.0010604995789311,-0.0918298045897583,NE,DAL,4,2019,0
1,28,2472,-10,2.0,2.0,0.120788650389576,-0.0266865676462909,-0.128978308664097,-0.094091408790375,GB,SF,2,2019,0
4,48,1441,-23,3.0,3.0,0.120788650389576,-0.0266865676462909,-0.128978308664097,-0.094091408790375,GB,SF,3,2019,1
8,27,695,-22,2.0,3.0,0.120788650389576,-0.0266865676462909,-0.128978308664097,-0.094091408790375,GB,SF,4,2019,0
3,34,1610,0,3.0,3.0,0.105725820520464,-0.0031638968198105,0.0906164969946541,-0.111636246476801,HOU,IND,3,2019,0
7,47,180,-3,2.0,3.0,-0.0288947981622015,0.0422337878197937,0.134778699079921,-0.0179343873439959,IND,HOU,4,2019,0
3,35,5,3,1.0,0.0,0.105725820520464,-0.0031638968198105,0.0906164969946541,-0.111636246476801,HOU,IND,4,2019,0
2,10,1076,-32,3.0,3.0,-0.0420851417742706,-0.0744431314050357,0.0347310469110907,-0.0982668670581398,JAX,TEN,3,2019,1
4,32,104,-22,0.0,3.0,-0.0420851417742706,-0.0744431314050357,0.0347310469110907,-0.0982668670581398,JAX,TEN,4,2019,0
7,58,2655,-14,3.0,2.0,-0.0420003856347691,-0.165772631114309,0.0331094260222781,0.0183173501336733,MIA,CLE,2,2019,0
4,44,784,-12,3.0,2.0,-0.0741175548802771,-0.0591354146593853,-0.0009108983897643,-0.125145709310629,NYG,CHI,4,2019,0
18,23,257,-12,3.0,2.0,-0.0741175548802771,-0.0591354146593853,-0.0009108983897643,-0.125145709310629,NYG,CHI,4,2019,1
4,88,175,-5,0.0,2.0,-0.0741175548802771,-0.0591354146593853,-0.0009108983897643,-0.125145709310629,NYG,CHI,4,2019,1
4,65,110,-5,0.0,2.0,-0.0741175548802771,-0.0591354146593853,-0.0009108983897643,-0.125145709310629,NYG,CHI,4,2019,0
1,61,1429,-17,2.0,3.0,0.179750607009636,-0.0834285737374612,0.0305810839980508,-0.169443831671589,LV,NYJ,3,2019,0
2,23,474,-14,3.0,3.0,0.0465152771391996,-0.0759834800828191,0.050436516288713,-0.0066489881886336,PHI,SEA,4,2019,0
4,50,660,-15,3.0,2.0,0.057933833520706,-0.109917520730073,-0.0156841231956559,-0.181925429774626,ATL,TB,4,2019,1
5,85,198,-12,0.0,2.0,0.057933833520706,-0.109917520730073,-0.0156841231956559,-0.181925429774626,ATL,TB,4,2019,0
7,21,116,-19,0.0,2.0,0.057933833520706,-0.109917520730073,-0.0156841231956559,-0.181925429774626,ATL,TB,4,2019,1
1,81,2700,7,3.0,3.0,0.200384032524924,0.0292480725158598,-0.0683545304087782,-0.0534960620067195,DAL,BUF,2,2019,1
1,30,1937,0,2.0,3.0,-0.0322805395690396,-0.0335359204441748,-0.0010604995789311,-0.0918298045897583,BUF,DAL,2,2019,1
6,6,926,-16,3.0,2.0,0.200384032524924,0.0292480725158598,-0.0683545304087782,-0.0534960620067195,DAL,BUF,3,2019,0
4,22,355,-19,3.0,2.0,0.200384032524924,0.0292480725158598,-0.0683545304087782,-0.0534960620067195,DAL,BUF,4,2019,0
1,33,120,11,1.0,0.0,-0.0322805395690396,-0.0335359204441748,-0.0010604995789311,-0.0918298045897583,BUF,DAL,4,2019,1
6,32,2293,-7,2.0,3.0,-0.0484949185728265,-0.157366031514739,0.164074237521078,-0.0755910568507493,CHI,DET,2,2019,0
22,39,36,-4,1.0,1.0,0.0284144217193733,-0.134043119960541,-0.0009108983897643,-0.125145709310629,DET,CHI,4,2019,0
